Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,get«Î«Û,3,3,250.0,260.33333333180053,233.99999999674037,296.9999999986612,2443.0,3.32386734657219,3.32386734657219,250,250,300,300,300,300,300,300,300,300,300
GET,get«Î«Û2,1,1,313.00000000192085,313.00000000192085,313.00000000192085,313.00000000192085,2443.0,1.10795578219073,1.10795578219073,310,310,310,310,310,310,310,310,310,310,310
,Aggregated,4,4,250.0,273.4999999993306,233.99999999674037,313.00000000192085,2443.0,4.43182312876292,4.43182312876292,300,300,310,310,310,310,310,310,310,310,310
